player,aces,bk_pts,bp_saved,crosscourt,deep,dfs,down_middle,down_the_line,err_deep,err_net,err_wide,err_wide_deep,first_aces,first_forced,first_in,first_pts,first_pts_won,first_unret,first_won,first_won_lte_3_shots,forced_err,in_play,in_play_won,induced_forced,inside_in,inside_out,net_pts,net_unforced,net_winner,passed_at_net,passing_shot_induced_forced,pt_ending,pts,pts_won,pts_won_lte_3_shots,return_forced,return_pts,return_pts_won,returnable,returnable_won,second_aces,second_forced,second_in,second_pts,second_pts_won,second_unret,second_won,second_won_lte_3_shots,serve_pts,serve_return,shallow,shots,shots_in_pts_lost,shots_in_pts_won,snv_pts,total_shots,unforced,unforced_bh,unforced_fh,unret,very_deep,winners,winners_bh,winners_fh
Corentin_Moutet,101.0,44.0,28.0,518.0,911.0,45.0,276.0,156.0,28.0,70.0,0.0,21.0,45.0,117.0,893.0,535.0,393.0,15.0,262.0,246.0,135.0,1503.0,673.0,351.0,42.0,180.0,192.0,22.0,116.0,28.0,8.0,1300.0,2881.0,1575.0,327.0,42.0,550.0,180.0,3023.0,673.0,0.0,18.0,192.0,288.0,162.0,3.0,108.0,81.0,550.0,1194.0,322.0,5803.0,2936.0,2867.0,274.0,10875.0,899.0,84.0,90.0,30.0,400.0,617.0,40.0,96.0
Franco_Skugor,91.0,26.0,14.0,246.0,462.0,10.0,92.0,86.0,14.0,14.0,0.0,0.0,39.0,54.0,390.0,234.0,162.0,3.0,108.0,111.0,66.0,729.0,403.0,125.0,4.0,42.0,142.0,30.0,94.0,20.0,6.0,599.0,1371.0,902.0,138.0,44.0,260.0,102.0,1401.0,403.0,0.0,12.0,104.0,156.0,75.0,0.0,50.0,27.0,260.0,552.0,133.0,2365.0,1177.0,1188.0,256.0,5130.0,429.0,48.0,44.0,5.0,196.0,286.0,26.0,34.0
Tallon_Griekspoor,655.0,188.0,130.0,2210.0,4047.0,190.0,1306.0,396.0,133.0,203.0,133.0,7.0,291.0,557.0,3811.0,2285.0,1730.0,12.0,1156.0,1061.0,584.0,6704.0,3120.0,1800.0,128.0,770.0,1200.0,136.0,654.0,212.0,104.0,5691.0,12813.0,7723.0,1355.0,318.0,2446.0,828.0,13384.0,3120.0,6.0,27.0,920.0,1380.0,693.0,3.0,462.0,294.0,2446.0,5291.0,1548.0,24135.0,12079.0,12056.0,1880.0,50362.0,3847.0,340.0,418.0,25.0,1776.0,2808.0,152.0,436.0
Vladimir_Voltchkov,161.0,14.0,8.0,122.0,308.0,65.0,44.0,52.0,14.0,0.0,0.0,0.0,57.0,111.0,510.0,306.0,252.0,0.0,168.0,189.0,150.0,666.0,268.0,235.0,16.0,60.0,218.0,16.0,60.0,48.0,14.0,528.0,1671.0,1062.0,261.0,100.0,342.0,92.0,1273.0,268.0,12.0,39.0,138.0,207.0,123.0,0.0,82.0,72.0,342.0,509.0,271.0,1812.0,882.0,930.0,316.0,4896.0,239.0,20.0,26.0,0.0,28.0,352.0,22.0,48.0
Pedro_Sousa,49.0,72.0,36.0,678.0,1029.0,35.0,290.0,144.0,28.0,14.0,7.0,0.0,24.0,57.0,655.0,393.0,228.0,0.0,152.0,108.0,57.0,1489.0,832.0,312.0,18.0,138.0,146.0,36.0,56.0,14.0,16.0,1225.0,2389.0,1348.0,123.0,6.0,444.0,214.0,2847.0,832.0,3.0,0.0,182.0,273.0,117.0,0.0,78.0,15.0,444.0,1122.0,217.0,5953.0,2962.0,2991.0,132.0,9901.0,879.0,90.0,98.0,0.0,357.0,446.0,48.0,52.0
Duck_Hee_Lee,82.0,26.0,16.0,322.0,371.0,10.0,148.0,52.0,35.0,0.0,7.0,0.0,33.0,39.0,275.0,165.0,114.0,0.0,76.0,75.0,45.0,543.0,343.0,117.0,10.0,72.0,26.0,8.0,2.0,6.0,0.0,471.0,1052.0,596.0,105.0,20.0,200.0,86.0,1082.0,343.0,3.0,6.0,90.0,135.0,57.0,0.0,38.0,30.0,200.0,426.0,77.0,2649.0,1336.0,1313.0,94.0,4103.0,411.0,54.0,30.0,0.0,168.0,119.0,10.0,12.0
Soon_Woo_Kwon,98.0,34.0,16.0,444.0,630.0,60.0,284.0,76.0,14.0,21.0,7.0,0.0,42.0,51.0,480.0,288.0,186.0,0.0,124.0,123.0,60.0,975.0,515.0,192.0,2.0,134.0,106.0,6.0,58.0,40.0,16.0,824.0,1751.0,1079.0,159.0,40.0,340.0,148.0,1887.0,515.0,0.0,9.0,148.0,222.0,102.0,0.0,68.0,36.0,340.0,744.0,189.0,4343.0,2189.0,2154.0,316.0,8354.0,652.0,50.0,82.0,0.0,238.0,335.0,16.0,52.0
Todd_Woodbridge,98.0,28.0,16.0,178.0,444.0,15.0,28.0,74.0,7.0,14.0,7.0,7.0,42.0,99.0,540.0,324.0,237.0,0.0,158.0,174.0,111.0,925.0,487.0,281.0,8.0,56.0,298.0,44.0,96.0,66.0,32.0,715.0,1814.0,1215.0,210.0,74.0,348.0,126.0,1796.0,487.0,0.0,12.0,132.0,198.0,96.0,0.0,64.0,36.0,348.0,718.0,357.0,2348.0,1101.0,1247.0,342.0,6201.0,313.0,48.0,18.0,0.0,63.0,500.0,52.0,48.0
Reilly_Opelka,847.0,50.0,40.0,514.0,1195.0,45.0,298.0,154.0,42.0,84.0,49.0,7.0,357.0,297.0,1998.0,1198.0,975.0,36.0,650.0,795.0,351.0,2116.0,946.0,558.0,18.0,212.0,368.0,44.0,154.0,70.0,66.0,1867.0,5447.0,3300.0,972.0,234.0,1096.0,250.0,4327.0,946.0,6.0,54.0,296.0,444.0,294.0,0.0,196.0,177.0,1096.0,1723.0,420.0,6529.0,3282.0,3247.0,1078.0,15603.0,1276.0,110.0,138.0,60.0,462.0,1120.0,60.0,136.0
Hugo_Dellien,80.0,100.0,64.0,862.0,1589.0,108.0,380.0,330.0,70.0,49.0,21.0,0.0,33.0,141.0,1265.0,759.0,489.0,0.0,326.0,216.0,147.0,2449.0,1237.0,565.0,120.0,478.0,248.0,20.0,146.0,32.0,24.0,2092.0,4253.0,2266.0,315.0,30.0,812.0,342.0,4811.0,1237.0,15.0,6.0,306.0,457.0,216.0,3.0,144.0,99.0,812.0,1906.0,469.0,9912.0,4952.0,4960.0,216.0,16640.0,1459.0,124.0,168.0,3.0,511.0,896.0,46.0,148.0
Alexander_Volkov,252.0,50.0,30.0,576.0,889.0,95.0,252.0,240.0,21.0,42.0,35.0,0.0,105.0,96.0,765.0,459.0,342.0,0.0,228.0,243.0,111.0,1604.0,797.0,418.0,14.0,120.0,456.0,110.0,178.0,110.0,38.0,1360.0,3072.0,2011.0,336.0,74.0,608.0,234.0,3184.0,797.0,3.0,15.0,302.0,453.0,219.0,0.0,146.0,93.0,608.0,1271.0,495.0,5972.0,2953.0,3019.0,570.0,13363.0,875.0,88.0,82.0,0.0,154.0,765.0,78.0,78.0
Matthias_Bachinger,74.0,22.0,16.0,206.0,393.0,20.0,148.0,46.0,14.0,0.0,0.0,0.0,36.0,51.0,380.0,228.0,171.0,6.0,114.0,123.0,60.0,666.0,340.0,184.0,4.0,82.0,162.0,24.0,70.0,18.0,14.0,539.0,1260.0,771.0,138.0,24.0,244.0,90.0,1262.0,340.0,0.0,9.0,92.0,138.0,60.0,0.0,40.0,15.0,244.0,501.0,147.0,2398.0,1161.0,1237.0,146.0,4994.0,280.0,24.0,36.0,10.0,138.0,329.0,12.0,54.0
Christian_Garin,327.0,224.0,128.0,2944.0,4544.0,265.0,1686.0,716.0,147.0,105.0,70.0,14.0,153.0,469.0,3636.0,2180.0,1511.0,54.0,1010.0,844.0,517.0,7320.0,3535.0,1790.0,92.0,880.0,996.0,150.0,408.0,158.0,110.0,6156.0,12956.0,7217.0,1111.0,190.0,2456.0,954.0,14154.0,3535.0,12.0,48.0,1000.0,1500.0,738.0,3.0,492.0,267.0,2456.0,5561.0,1531.0,28993.0,14528.0,14465.0,1110.0,52865.0,4243.0,418.0,448.0,69.0,2115.0,2599.0,178.0,372.0
Jaume_Munar,97.0,50.0,22.0,986.0,1491.0,70.0,412.0,286.0,14.0,49.0,7.0,0.0,45.0,108.0,1065.0,639.0,429.0,6.0,286.0,213.0,132.0,2162.0,1030.0,474.0,46.0,306.0,314.0,64.0,168.0,74.0,10.0,1771.0,3671.0,2182.0,276.0,56.0,692.0,276.0,4127.0,1030.0,0.0,24.0,266.0,399.0,195.0,0.0,130.0,63.0,692.0,1625.0,315.0,9385.0,4635.0,4750.0,482.0,18117.0,1043.0,88.0,132.0,8.0,553.0,919.0,76.0,126.0
Prajnesh_Gunneswaran,125.0,8.0,6.0,76.0,259.0,25.0,96.0,32.0,14.0,28.0,0.0,0.0,48.0,45.0,413.0,247.0,193.0,3.0,130.0,130.0,54.0,590.0,228.0,100.0,2.0,50.0,164.0,16.0,62.0,30.0,0.0,512.0,1243.0,733.0,181.0,28.0,250.0,66.0,1207.0,228.0,9.0,9.0,84.0,126.0,81.0,0.0,54.0,51.0,250.0,486.0,133.0,1615.0,832.0,783.0,128.0,3456.0,349.0,32.0,36.0,5.0,105.0,355.0,16.0,56.0
Maximilian_Marterer,65.0,30.0,20.0,712.0,845.0,20.0,292.0,184.0,21.0,7.0,0.0,0.0,33.0,81.0,690.0,414.0,315.0,0.0,210.0,159.0,81.0,1268.0,481.0,317.0,56.0,182.0,132.0,8.0,68.0,16.0,4.0,1048.0,2144.0,1155.0,171.0,36.0,400.0,124.0,2398.0,481.0,0.0,0.0,124.0,186.0,99.0,0.0,66.0,12.0,400.0,946.0,229.0,6232.0,3150.0,3082.0,222.0,10407.0,656.0,62.0,78.0,0.0,280.0,413.0,10.0,80.0
Gianluigi_Quinzi,20.0,26.0,12.0,326.0,427.0,20.0,174.0,72.0,0.0,0.0,0.0,0.0,12.0,39.0,265.0,159.0,102.0,0.0,68.0,66.0,51.0,643.0,361.0,120.0,2.0,88.0,26.0,8.0,18.0,0.0,0.0,524.0,1092.0,548.0,87.0,0.0,204.0,94.0,1182.0,361.0,0.0,12.0,98.0,147.0,63.0,0.0,42.0,21.0,204.0,462.0,112.0,2811.0,1375.0,1436.0,0.0,4171.0,301.0,30.0,36.0,0.0,189.0,246.0,24.0,28.0
Miomir_Kecmanovic,618.0,192.0,120.0,3502.0,5004.0,240.0,2394.0,786.0,133.0,126.0,77.0,0.0,300.0,538.0,4244.0,2544.0,1856.0,39.0,1240.0,1132.0,592.0,7988.0,3686.0,1734.0,112.0,1088.0,1084.0,176.0,592.0,136.0,70.0,6662.0,14471.0,7772.0,1391.0,162.0,2756.0,980.0,15421.0,3686.0,12.0,54.0,1056.0,1582.0,802.0,0.0,536.0,259.0,2756.0,6070.0,1616.0,35605.0,17651.0,17954.0,956.0,62413.0,3979.0,378.0,434.0,41.0,2147.0,3647.0,238.0,530.0
Marco_Trungelliti,53.0,22.0,14.0,224.0,495.0,15.0,138.0,92.0,14.0,19.0,7.0,0.0,27.0,60.0,380.0,228.0,171.0,0.0,114.0,117.0,72.0,739.0,342.0,144.0,12.0,80.0,82.0,10.0,52.0,10.0,10.0,635.0,1391.0,755.0,144.0,28.0,264.0,88.0,1443.0,342.0,0.0,12.0,112.0,168.0,93.0,0.0,62.0,27.0,264.0,572.0,124.0,2654.0,1366.0,1288.0,120.0,4761.0,511.0,54.0,52.0,0.0,180.0,214.0,20.0,28.0
Filip_Krajinovic,241.0,92.0,54.0,782.0,1848.0,75.0,446.0,256.0,49.0,28.0,31.0,0.0,108.0,168.0,1360.0,816.0,591.0,21.0,394.0,387.0,183.0,2726.0,1398.0,814.0,40.0,236.0,460.0,38.0,198.0,78.0,72.0,2219.0,4900.0,3006.0,480.0,84.0,928.0,362.0,5233.0,1398.0,3.0,15.0,384.0,576.0,258.0,0.0,172.0,93.0,928.0,2056.0,334.0,8974.0,4365.0,4609.0,680.0,19064.0,1221.0,114.0,136.0,29.0,924.0,1195.0,92.0,146.0
Magnus_Norman,70.0,26.0,12.0,414.0,532.0,15.0,190.0,98.0,0.0,21.0,0.0,0.0,36.0,69.0,430.0,258.0,186.0,0.0,124.0,123.0,69.0,808.0,412.0,192.0,24.0,144.0,106.0,10.0,38.0,22.0,4.0,696.0,1476.0,858.0,138.0,26.0,282.0,108.0,1550.0,412.0,0.0,0.0,110.0,165.0,75.0,0.0,50.0,15.0,282.0,618.0,168.0,3739.0,1867.0,1872.0,140.0,6463.0,470.0,54.0,46.0,0.0,56.0,307.0,20.0,42.0
Cedric_Pioline,404.0,114.0,74.0,264.0,1445.0,155.0,142.0,110.0,42.0,98.0,28.0,14.0,163.0,369.0,2003.0,1201.0,892.0,0.0,596.0,649.0,462.0,3016.0,1575.0,945.0,6.0,90.0,1068.0,106.0,360.0,160.0,78.0,2387.0,6526.0,4428.0,865.0,308.0,1290.0,454.0,6006.0,1575.0,9.0,93.0,488.0,732.0,360.0,0.0,240.0,216.0,1290.0,2409.0,1181.0,6218.0,2910.0,3308.0,1228.0,18260.0,1181.0,132.0,94.0,0.0,96.0,1632.0,162.0,164.0
Thanasi_Kokkinakis,98.0,16.0,12.0,298.0,635.0,50.0,106.0,124.0,14.0,42.0,35.0,0.0,48.0,69.0,560.0,336.0,267.0,15.0,178.0,162.0,78.0,1013.0,411.0,294.0,70.0,136.0,180.0,14.0,116.0,22.0,10.0,896.0,1988.0,1079.0,216.0,22.0,388.0,120.0,2064.0,411.0,0.0,9.0,164.0,246.0,135.0,0.0,90.0,54.0,388.0,821.0,252.0,3635.0,1832.0,1803.0,162.0,6943.0,624.0,48.0,70.0,21.0,175.0,395.0,24.0,60.0
Miloslav_Mecir,98.0,10.0,4.0,188.0,308.0,10.0,130.0,58.0,0.0,7.0,7.0,0.0,42.0,45.0,330.0,198.0,141.0,0.0,94.0,111.0,57.0,548.0,283.0,116.0,2.0,58.0,70.0,28.0,32.0,24.0,0.0,455.0,1082.0,661.0,126.0,38.0,208.0,72.0,1046.0,283.0,0.0,12.0,76.0,114.0,63.0,0.0,42.0,15.0,208.0,414.0,154.0,2048.0,999.0,1049.0,204.0,4157.0,246.0,42.0,10.0,0.0,112.0,246.0,22.0,30.0
Alexander_Bublik,1023.0,178.0,110.0,1350.0,2710.0,590.0,734.0,378.0,217.0,222.0,98.0,14.0,381.0,573.0,3695.0,2217.0,1665.0,36.0,1110.0,1221.0,678.0,5686.0,2718.0,1555.0,52.0,462.0,1512.0,220.0,616.0,350.0,94.0,4988.0,12650.0,7784.0,1737.0,416.0,2600.0,916.0,11778.0,2718.0,60.0,105.0,1122.0,1683.0,861.0,0.0,574.0,516.0,2600.0,4677.0,1372.0,17517.0,8698.0,8819.0,2058.0,40888.0,3613.0,298.0,364.0,58.0,1114.0,2790.0,168.0,404.0
Filip_Dewulf,113.0,54.0,36.0,526.0,896.0,70.0,134.0,138.0,56.0,35.0,28.0,7.0,51.0,84.0,570.0,342.0,243.0,0.0,162.0,168.0,90.0,1387.0,722.0,363.0,36.0,154.0,192.0,24.0,98.0,14.0,10.0,1241.0,2569.0,1485.0,252.0,32.0,498.0,204.0,2829.0,722.0,0.0,6.0,270.0,405.0,198.0,0.0,132.0,84.0,498.0,1128.0,294.0,4803.0,2377.0,2426.0,238.0,9034.0,843.0,98.0,60.0,0.0,189.0,592.0,46.0,80.0
Jannik_Sinner,377.0,148.0,84.0,1926.0,2833.0,140.0,1198.0,366.0,112.0,112.0,42.0,0.0,168.0,282.0,2315.0,1389.0,951.0,21.0,634.0,555.0,297.0,4395.0,2241.0,1052.0,32.0,504.0,592.0,48.0,244.0,68.0,88.0,3822.0,8029.0,4418.0,738.0,72.0,1534.0,600.0,8629.0,2241.0,15.0,15.0,608.0,912.0,450.0,3.0,300.0,183.0,1534.0,3352.0,820.0,18091.0,9133.0,8958.0,540.0,31557.0,2925.0,250.0,340.0,26.0,1246.0,1425.0,94.0,198.0
Malek_Jaziri,73.0,12.0,8.0,150.0,280.0,20.0,104.0,40.0,7.0,35.0,7.0,0.0,33.0,58.0,301.0,179.0,148.0,0.0,100.0,106.0,64.0,488.0,196.0,95.0,16.0,72.0,64.0,4.0,36.0,8.0,0.0,422.0,1051.0,559.0,139.0,22.0,206.0,56.0,995.0,196.0,0.0,6.0,84.0,126.0,75.0,0.0,50.0,33.0,206.0,391.0,122.0,1857.0,927.0,930.0,106.0,3800.0,261.0,22.0,26.0,0.0,147.0,301.0,20.0,42.0
Mario_Vilella_Martinez,30.0,16.0,8.0,164.0,320.0,10.0,142.0,32.0,26.0,0.0,0.0,0.0,18.0,51.0,300.0,180.0,120.0,0.0,80.0,81.0,54.0,535.0,282.0,108.0,8.0,66.0,48.0,6.0,12.0,8.0,4.0,465.0,999.0,491.0,105.0,0.0,192.0,74.0,1033.0,282.0,0.0,3.0,72.0,108.0,57.0,0.0,38.0,24.0,192.0,383.0,126.0,1933.0,976.0,957.0,0.0,3147.0,331.0,28.0,42.0,0.0,151.0,201.0,10.0,32.0
Thiago_Monteiro,139.0,86.0,56.0,1292.0,1778.0,55.0,680.0,288.0,54.0,63.0,19.0,0.0,69.0,198.0,1450.0,870.0,609.0,12.0,406.0,357.0,204.0,2733.0,1310.0,687.0,86.0,358.0,312.0,22.0,172.0,48.0,12.0,2390.0,4883.0,2820.0,441.0,88.0,936.0,346.0,5313.0,1310.0,0.0,6.0,356.0,534.0,276.0,0.0,184.0,84.0,936.0,1955.0,580.0,11942.0,5988.0,5954.0,556.0,20723.0,1736.0,136.0,226.0,20.0,607.0,882.0,56.0,138.0
Marc_Polmans,56.0,58.0,38.0,1144.0,863.0,20.0,802.0,168.0,7.0,0.0,7.0,0.0,21.0,75.0,875.0,525.0,330.0,0.0,220.0,129.0,75.0,1574.0,758.0,394.0,22.0,338.0,268.0,16.0,172.0,54.0,16.0,1288.0,2509.0,1664.0,141.0,50.0,472.0,196.0,2941.0,758.0,3.0,0.0,122.0,183.0,84.0,0.0,56.0,12.0,472.0,1094.0,455.0,10394.0,5134.0,5260.0,464.0,19533.0,713.0,74.0,84.0,0.0,273.0,637.0,58.0,88.0
Jason_Stoltenberg,140.0,38.0,24.0,26.0,308.0,75.0,12.0,24.0,21.0,35.0,14.0,0.0,57.0,75.0,458.0,274.0,198.0,0.0,132.0,159.0,99.0,799.0,441.0,172.0,4.0,16.0,294.0,48.0,128.0,56.0,20.0,626.0,1745.0,1176.0,231.0,66.0,356.0,140.0,1635.0,441.0,3.0,24.0,172.0,258.0,126.0,0.0,84.0,72.0,356.0,659.0,388.0,1492.0,653.0,839.0,326.0,4718.0,271.0,22.0,24.0,0.0,21.0,672.0,60.0,68.0
Alex_Corretja,70.0,76.0,48.0,974.0,1134.0,65.0,332.0,272.0,14.0,7.0,0.0,0.0,30.0,120.0,840.0,504.0,324.0,0.0,216.0,201.0,126.0,1820.0,918.0,369.0,62.0,264.0,304.0,48.0,124.0,78.0,26.0,1486.0,3077.0,1940.0,228.0,84.0,586.0,252.0,3435.0,918.0,0.0,6.0,250.0,375.0,177.0,0.0,118.0,27.0,586.0,1367.0,439.0,8514.0,4208.0,4306.0,560.0,16504.0,903.0,96.0,98.0,0.0,154.0,789.0,58.0,110.0
Gonzalo_Escobar,132.0,24.0,8.0,238.0,511.0,90.0,94.0,90.0,28.0,14.0,21.0,0.0,57.0,102.0,595.0,357.0,282.0,0.0,188.0,201.0,108.0,934.0,412.0,373.0,28.0,112.0,138.0,4.0,50.0,20.0,20.0,813.0,1958.0,1035.0,249.0,36.0,394.0,136.0,1858.0,412.0,3.0,6.0,156.0,234.0,105.0,0.0,70.0,48.0,394.0,738.0,189.0,2877.0,1359.0,1518.0,170.0,5929.0,349.0,24.0,34.0,0.0,252.0,433.0,16.0,74.0
Evan_King,91.0,16.0,10.0,264.0,574.0,105.0,136.0,88.0,49.0,28.0,0.0,0.0,39.0,123.0,665.0,399.0,309.0,0.0,206.0,207.0,132.0,1088.0,465.0,330.0,28.0,196.0,176.0,16.0,118.0,18.0,4.0,936.0,2231.0,1348.0,258.0,88.0,448.0,156.0,2185.0,465.0,0.0,9.0,182.0,273.0,129.0,0.0,86.0,51.0,448.0,875.0,168.0,3703.0,1875.0,1828.0,406.0,7854.0,647.0,40.0,82.0,0.0,273.0,354.0,34.0,50.0
Kevin_King,84.0,68.0,44.0,658.0,854.0,75.0,258.0,292.0,28.0,7.0,7.0,0.0,36.0,105.0,765.0,459.0,306.0,0.0,204.0,189.0,105.0,1433.0,748.0,436.0,62.0,160.0,218.0,18.0,110.0,48.0,20.0,1175.0,2535.0,1564.0,213.0,62.0,490.0,214.0,2749.0,748.0,0.0,0.0,184.0,276.0,108.0,0.0,72.0,24.0,490.0,1092.0,280.0,6474.0,3169.0,3305.0,370.0,12370.0,630.0,36.0,92.0,0.0,273.0,533.0,38.0,84.0
Karel_Novacek,147.0,32.0,20.0,190.0,493.0,20.0,122.0,56.0,35.0,28.0,21.0,7.0,60.0,99.0,525.0,315.0,243.0,0.0,162.0,180.0,120.0,888.0,449.0,245.0,4.0,82.0,316.0,64.0,70.0,42.0,22.0,768.0,1930.0,1298.0,252.0,80.0,376.0,118.0,1836.0,449.0,3.0,21.0,166.0,249.0,144.0,0.0,96.0,72.0,376.0,736.0,273.0,2653.0,1357.0,1296.0,368.0,6381.0,627.0,82.0,42.0,0.0,84.0,319.0,26.0,36.0
Cem_Ilkel,84.0,38.0,28.0,328.0,399.0,40.0,90.0,148.0,28.0,21.0,0.0,0.0,36.0,51.0,470.0,282.0,198.0,3.0,132.0,123.0,57.0,826.0,418.0,231.0,20.0,92.0,166.0,30.0,90.0,30.0,6.0,699.0,1531.0,990.0,150.0,38.0,300.0,120.0,1645.0,418.0,0.0,6.0,112.0,168.0,72.0,0.0,48.0,27.0,300.0,660.0,182.0,3271.0,1607.0,1664.0,284.0,6731.0,415.0,42.0,40.0,5.0,154.0,362.0,46.0,34.0
Patrick_Mcenroe,196.0,44.0,26.0,506.0,1008.0,35.0,198.0,204.0,49.0,56.0,14.0,7.0,84.0,63.0,775.0,465.0,312.0,0.0,208.0,192.0,66.0,1471.0,729.0,359.0,22.0,138.0,332.0,34.0,190.0,94.0,12.0,1284.0,2669.0,1764.0,261.0,44.0,514.0,194.0,2997.0,729.0,0.0,3.0,204.0,306.0,168.0,0.0,112.0,69.0,514.0,1200.0,266.0,5402.0,2669.0,2733.0,500.0,11719.0,817.0,78.0,78.0,0.0,105.0,745.0,76.0,84.0
Stefanos_Tsitsipas,686.0,132.0,84.0,2714.0,3934.0,185.0,1166.0,824.0,140.0,98.0,77.0,7.0,333.0,531.0,3945.0,2367.0,1863.0,42.0,1242.0,1116.0,570.0,6710.0,2712.0,1816.0,200.0,728.0,1076.0,96.0,606.0,102.0,48.0,5609.0,12755.0,6973.0,1374.0,180.0,2444.0,728.0,13127.0,2712.0,9.0,39.0,866.0,1299.0,711.0,3.0,474.0,258.0,2444.0,5189.0,1510.0,26884.0,13524.0,13360.0,1088.0,50739.0,3561.0,292.0,424.0,71.0,1701.0,2713.0,176.0,398.0
Magnus_Larsson,7.0,18.0,8.0,288.0,595.0,10.0,124.0,110.0,14.0,0.0,0.0,0.0,3.0,69.0,548.0,328.0,238.0,0.0,160.0,108.0,72.0,892.0,340.0,226.0,24.0,146.0,132.0,20.0,32.0,34.0,18.0,764.0,1499.0,790.0,123.0,24.0,280.0,88.0,1693.0,340.0,0.0,3.0,60.0,90.0,48.0,0.0,32.0,15.0,280.0,673.0,175.0,3217.0,1609.0,1608.0,156.0,5877.0,424.0,48.0,44.0,0.0,63.0,362.0,26.0,52.0
Ernesto_Escobedo,68.0,12.0,6.0,184.0,301.0,30.0,50.0,58.0,28.0,14.0,7.0,0.0,30.0,57.0,365.0,219.0,186.0,0.0,124.0,117.0,75.0,626.0,228.0,199.0,8.0,40.0,112.0,4.0,56.0,20.0,8.0,559.0,1284.0,688.0,174.0,24.0,252.0,68.0,1270.0,228.0,0.0,18.0,106.0,159.0,90.0,0.0,60.0,57.0,252.0,510.0,182.0,1855.0,923.0,932.0,122.0,3944.0,297.0,16.0,38.0,0.0,77.0,319.0,14.0,56.0
Jonas_Svensson,7.0,70.0,44.0,654.0,1078.0,20.0,242.0,244.0,49.0,7.0,0.0,0.0,3.0,66.0,785.0,471.0,276.0,0.0,184.0,93.0,66.0,1655.0,834.0,560.0,44.0,162.0,294.0,68.0,118.0,38.0,38.0,1352.0,2594.0,1691.0,126.0,44.0,480.0,214.0,3202.0,834.0,0.0,0.0,166.0,249.0,123.0,0.0,82.0,33.0,480.0,1278.0,357.0,6633.0,3231.0,3402.0,472.0,13536.0,670.0,70.0,72.0,0.0,105.0,588.0,64.0,74.0
Roberto_Cid,10.0,26.0,12.0,408.0,602.0,40.0,234.0,82.0,0.0,0.0,21.0,0.0,6.0,45.0,455.0,273.0,180.0,0.0,120.0,75.0,51.0,939.0,434.0,195.0,12.0,156.0,84.0,14.0,26.0,16.0,6.0,784.0,1532.0,742.0,87.0,0.0,290.0,122.0,1786.0,434.0,0.0,6.0,108.0,162.0,72.0,0.0,48.0,12.0,290.0,708.0,196.0,4109.0,2066.0,2043.0,0.0,6309.0,527.0,42.0,70.0,0.0,140.0,307.0,12.0,56.0
Lorenzo_Musetti,7.0,18.0,8.0,526.0,721.0,30.0,170.0,96.0,28.0,21.0,14.0,0.0,3.0,36.0,465.0,279.0,186.0,0.0,124.0,63.0,42.0,1042.0,456.0,204.0,28.0,122.0,172.0,34.0,72.0,30.0,0.0,897.0,1688.0,962.0,90.0,14.0,316.0,124.0,2064.0,456.0,0.0,6.0,130.0,195.0,102.0,0.0,68.0,27.0,316.0,822.0,175.0,4444.0,2259.0,2185.0,144.0,7814.0,678.0,66.0,74.0,0.0,126.0,346.0,26.0,56.0
Mohamed_Safwat,113.0,74.0,38.0,1002.0,1477.0,55.0,434.0,264.0,147.0,105.0,28.0,0.0,63.0,105.0,1225.0,735.0,468.0,0.0,312.0,255.0,117.0,2302.0,1212.0,442.0,82.0,316.0,274.0,70.0,98.0,36.0,0.0,2145.0,4156.0,2222.0,345.0,10.0,790.0,320.0,4846.0,1212.0,0.0,12.0,300.0,450.0,237.0,0.0,158.0,90.0,790.0,1942.0,455.0,9765.0,5040.0,4725.0,192.0,15833.0,1985.0,162.0,226.0,0.0,294.0,674.0,24.0,122.0
Saidalo_Saidkarimov,25.0,4.0,0.0,164.0,259.0,10.0,88.0,18.0,35.0,14.0,7.0,0.0,15.0,30.0,195.0,117.0,87.0,0.0,58.0,75.0,30.0,380.0,163.0,35.0,10.0,72.0,36.0,4.0,20.0,0.0,4.0,363.0,751.0,339.0,99.0,0.0,144.0,44.0,823.0,163.0,0.0,0.0,66.0,99.0,63.0,0.0,42.0,24.0,144.0,330.0,70.0,1655.0,853.0,802.0,0.0,2496.0,315.0,30.0,30.0,0.0,42.0,191.0,6.0,34.0
Ruben_Bemelmans,56.0,22.0,12.0,258.0,525.0,30.0,98.0,76.0,35.0,49.0,7.0,7.0,24.0,78.0,460.0,276.0,183.0,0.0,122.0,108.0,90.0,826.0,409.0,243.0,6.0,72.0,130.0,12.0,54.0,18.0,4.0,728.0,1648.0,1012.0,168.0,60.0,312.0,110.0,1706.0,409.0,0.0,12.0,128.0,192.0,120.0,0.0,80.0,60.0,312.0,671.0,131.0,2680.0,1375.0,1305.0,300.0,5829.0,620.0,50.0,68.0,0.0,336.0,234.0,18.0,32.0
Holger_Vitus_Nodskov_Rune,70.0,16.0,6.0,166.0,361.0,25.0,84.0,26.0,7.0,14.0,7.0,7.0,30.0,51.0,395.0,237.0,165.0,3.0,110.0,96.0,51.0,597.0,310.0,217.0,6.0,66.0,112.0,26.0,40.0,10.0,4.0,510.0,1155.0,749.0,120.0,34.0,226.0,86.0,1189.0,310.0,0.0,0.0,68.0,102.0,45.0,0.0,30.0,24.0,226.0,455.0,140.0,1839.0,914.0,925.0,216.0,4176.0,355.0,36.0,36.0,5.0,106.0,229.0,16.0,28.0
